,_id,client,uuid,last_time,first_visit_dt,last_visit_dt,sessions,assumed_behaviour,behaviour_changed,behaviour_escalated,bought_anything,bought_last_session
619c07c5c459460a57df3ad3,619c07c5c459460a57df3ad3,premier,97382df0-b36f-4257-8def-826cf8247b51,0.0,2021-11-22 16:12:37.189,2021-11-22 16:12:37.189,1.0,,0.0,0.0,0.0,0.0
619c0921c459460a57df3ad7,619c0921c459460a57df3ad7,premier,7c9f23fd-45a2-4a6d-80d3-687ce79871b9,20005.0,2021-11-22 15:18:25.818,2021-11-22 15:18:45.682,1.0,SB,0.0,0.0,0.0,0.0
619c0962c459460a57df3adb,619c0962c459460a57df3adb,premier,a581e95d-3941-4ab2-a0d3-5104ee5d64a5,41253.0,2021-11-22 22:19:30.909,2021-11-24 15:13:09.145,1.0,SB,0.0,0.0,0.0,0.0
619c0a67c459460a57df3ae2,619c0a67c459460a57df3ae2,premier,7145c547-524c-49d4-a0f0-081a609af8cb,1143.0,2021-11-22 15:23:51.523,2021-11-22 15:23:52.220,1.0,SB,0.0,0.0,0.0,0.0
619c0a8bc459460a57df3ae6,619c0a8bc459460a57df3ae6,premier,8c6f818d-13e9-4a17-a5bb-e1076cace3ac,20001.0,2021-11-22 16:24:27.121,2021-11-22 16:36:24.217,1.0,SB,0.0,0.0,0.0,0.0
619c0b05c459460a57df3aea,619c0b05c459460a57df3aea,premier,65e77bbc-ac5b-409c-997f-31bee04bbf50,0.0,2021-11-22 23:26:29.454,2021-11-22 23:26:29.454,1.0,,0.0,0.0,0.0,0.0
619c0b09c459460a57df3aed,619c0b09c459460a57df3aed,premier,2a0d3b54-c505-43a5-a3e8-8ea1b5b27bf2,20493.0,2021-11-22 16:26:33.686,2021-11-24 15:43:55.010,1.0,SB,0.0,0.0,0.0,0.0
619c0b7fc459460a57df3af2,619c0b7fc459460a57df3af2,premier,55438f5c-da98-4d22-ab02-388ea69f8e03,20002.0,2021-11-22 16:28:31.659,2021-11-22 16:28:51.767,1.0,SB,0.0,0.0,0.0,0.0
619c0c5bc459460a57df3af6,619c0c5bc459460a57df3af6,premier,60876cf8-adef-45ba-8a93-eb8e6c55e748,0.0,2021-11-22 16:32:11.896,2021-11-22 16:32:11.896,1.0,,0.0,0.0,0.0,0.0
619c0de7c459460a57df3afb,619c0de7c459460a57df3afb,premier,e0194981-d611-43c2-b201-eaa902f5e79e,20001.0,2021-11-22 15:38:47.346,2021-11-22 15:40:45.696,1.0,SB,0.0,0.0,0.0,0.0
619c0defc459460a57df3afe,619c0defc459460a57df3afe,premier,2a841c01-4002-443c-a721-7db056b7b0fb,0.0,2021-11-22 15:38:55.923,2021-11-22 15:38:55.923,1.0,,0.0,0.0,0.0,0.0
619c0e70c459460a57df3b05,619c0e70c459460a57df3b05,premier,55891b40-c2db-4835-a3dd-47ae828be9d8,20006.0,2021-11-22 21:41:04.372,2021-11-23 16:03:45.336,0.0,,0.0,0.0,0.0,0.0
619c0ec2c459460a57df3b0a,619c0ec2c459460a57df3b0a,premier,d49de4d7-3b59-4d12-a25b-64ddba16a2b0,20010.0,2021-11-22 15:42:26.591,2021-11-22 15:42:46.371,1.0,SB,0.0,0.0,0.0,0.0
619c0ec6c459460a57df3b0d,619c0ec6c459460a57df3b0d,premier,6edb58ce-0bd4-4ef1-8485-2eaebf85454b,20500.0,2021-11-22 23:42:29.999,2021-11-22 23:42:50.174,1.0,SB,0.0,0.0,0.0,0.0
619c0f04c459460a57df3b13,619c0f04c459460a57df3b13,premier,6af3c106-9be4-4dc6-9db5-65db52b39f70,58646.0,2021-11-22 15:43:32.074,2021-11-22 15:45:31.191,1.0,SB,0.0,0.0,0.0,0.0
619c0f0ac459460a57df3b16,619c0f0ac459460a57df3b16,premier,fadaa0ec-151e-40ff-85cd-c915efe0e143,20002.0,2021-11-22 15:43:38.366,2021-11-22 15:45:58.089,1.0,SB,0.0,0.0,0.0,0.0
619c0f3bc459460a57df3b1e,619c0f3bc459460a57df3b1e,premier,2a3be68c-69d9-4b1d-9932-6ee7f3b79632,161595.0,2021-11-22 15:44:27.968,2021-11-22 15:48:46.179,1.0,SB,0.0,0.0,0.0,0.0
619c0f43c459460a57df3b20,619c0f43c459460a57df3b20,premier,afc0ebe9-b411-4bf3-9e18-9970123b4083,20003.0,2021-11-22 21:44:35.699,2021-11-25 05:19:26.617,0.0,,0.0,0.0,0.0,0.0
619c0f4dc459460a57df3b26,619c0f4dc459460a57df3b26,premier,e7a5ff4f-071a-4d77-94dd-28076ebcadf9,20003.0,2021-11-22 21:44:45.787,2021-11-22 21:45:05.394,1.0,SB,0.0,0.0,0.0,0.0
619c103ac459460a57df3b36,619c103ac459460a57df3b36,premier,c7422eff-3927-404f-a7e9-a0218f1137e1,20002.0,2021-11-22 15:48:42.658,2021-11-22 22:29:30.356,1.0,SB,0.0,0.0,0.0,0.0
619c10e6c459460a57df3b3b,619c10e6c459460a57df3b3b,premier,d649ec48-93e6-4b20-8cd7-9e550807636f,0.0,2021-11-22 14:51:34.161,2021-11-22 14:51:34.161,1.0,,0.0,0.0,0.0,0.0
619c112bc459460a57df3b3e,619c112bc459460a57df3b3e,premier,81ebc2ff-d66a-4d80-ac46-07f4a29fa50b,0.0,2021-11-22 16:52:43.168,2021-11-22 16:52:43.168,1.0,,0.0,0.0,0.0,0.0
619c114ac459460a57df3b41,619c114ac459460a57df3b41,premier,1cc9d874-5b50-4606-a11b-3175b7da9b49,0.0,2021-11-22 13:53:14.382,2021-11-22 13:53:14.382,1.0,,0.0,0.0,0.0,0.0
619c1185c459460a57df3b44,619c1185c459460a57df3b44,premier,480f18d7-4239-4198-9cd2-a770636f2fcf,0.0,2021-11-22 17:54:13.608,2021-11-22 17:54:13.608,1.0,,0.0,0.0,0.0,0.0
619c118dc459460a57df3b47,619c118dc459460a57df3b47,premier,cf18d018-5701-4f42-afe5-cff34e92fc15,0.0,2021-11-22 22:54:21.774,2021-11-22 22:54:21.774,1.0,,0.0,0.0,0.0,0.0
619c1287c459460a57df3b4b,619c1287c459460a57df3b4b,premier,90a13a5e-652c-4866-bcd5-64b1f801cbee,24106.0,2021-11-22 23:58:31.097,2021-11-22 23:58:54.622,1.0,,0.0,0.0,0.0,0.0
619c134cc459460a57df3b4f,619c134cc459460a57df3b4f,premier,94c2dc8c-7325-45eb-ae11-d576e530be57,0.0,2021-11-22 17:01:48.960,2021-11-22 17:01:48.960,1.0,,0.0,0.0,0.0,0.0
619c134dc459460a57df3b52,619c134dc459460a57df3b52,premier,7a484718-c436-44b0-b98e-e1ed8575114a,0.0,2021-11-22 17:01:49.587,2021-11-22 17:01:49.587,1.0,,0.0,0.0,0.0,0.0
619c143bc459460a57df3b59,619c143bc459460a57df3b59,premier,2db59828-8c0d-46a3-bd16-7928b1e8680a,19999.0,2021-11-22 22:05:47.372,2021-11-24 21:08:05.203,0.0,SB,1.0,1.0,0.0,0.0
619c1538c459460a57df3b5d,619c1538c459460a57df3b5d,premier,3db37f2c-b200-414e-81df-0e1fdc4b8f46,195216.0,2021-11-22 17:10:00.545,2021-11-23 12:06:44.912,1.0,,0.0,0.0,0.0,0.0
619c15d7c459460a57df3b63,619c15d7c459460a57df3b63,premier,bd154ede-e1a8-47cb-9e9f-08910099e700,20002.0,2021-11-22 22:12:39.028,2021-11-24 20:58:57.805,0.0,DP,1.0,1.0,0.0,0.0
619c15d7c459460a57df3b66,619c15d7c459460a57df3b66,premier,aa818d1a-1ae6-461d-b7b7-c10077aff1e6,20366.0,2021-11-22 15:12:39.620,2021-11-22 15:12:59.597,1.0,SB,0.0,0.0,0.0,0.0
619c161bc459460a57df3b6c,619c161bc459460a57df3b6c,premier,f4d71e6f-f86e-4a35-b1d5-a6315919b889,0.0,2021-11-22 16:13:47.596,2021-11-22 16:13:47.596,1.0,,0.0,0.0,0.0,0.0
619c16c9c459460a57df3b71,619c16c9c459460a57df3b71,premier,e8ee8589-434f-4248-8f95-1980c217515e,0.0,2021-11-22 17:16:41.557,2021-11-22 17:16:41.557,1.0,,0.0,0.0,0.0,0.0
619c172ec459460a57df3b74,619c172ec459460a57df3b74,premier,1b1224fa-7ea1-4027-9276-e862911e7940,20002.0,2021-11-22 16:18:22.884,2021-11-22 16:18:42.736,1.0,SB,0.0,0.0,0.0,0.0
619c1792c459460a57df3b78,619c1792c459460a57df3b78,premier,f1e89fa5-54bd-421a-a52d-ca0599368ae2,0.0,2021-11-22 17:20:02.314,2021-11-22 17:20:02.314,1.0,,0.0,0.0,0.0,0.0
619c1930c459460a57df3b7b,619c1930c459460a57df3b7b,premier,4297941d-1dfc-48f2-ace9-5ee0d0c184ba,0.0,2021-11-22 17:26:56.633,2021-11-22 17:26:56.633,1.0,,0.0,0.0,0.0,0.0
619c1a43c459460a57df3b7e,619c1a43c459460a57df3b7e,premier,e7b6d220-990b-4bd5-9915-719c6abd7d9b,20582.0,2021-11-22 17:31:31.851,2021-11-22 17:38:52.134,1.0,SB,0.0,0.0,0.0,0.0
619c1a5bc459460a57df3b82,619c1a5bc459460a57df3b82,premier,ed5413a7-7961-4e92-81e2-06f1ee9ef8b9,20001.0,2021-11-22 17:31:55.627,2021-11-23 15:55:36.114,1.0,SB,0.0,0.0,0.0,0.0
619c1c38c459460a57df3b8f,619c1c38c459460a57df3b8f,premier,f093af61-385b-4246-9be0-c4f489d72b35,20042.0,2021-11-22 17:39:52.089,2021-11-22 22:54:44.061,1.0,SB,0.0,0.0,0.0,0.0
619c1c77c459460a57df3b93,619c1c77c459460a57df3b93,premier,63dfdcdc-0fa6-41a5-a950-01ba0224dfec,20024.0,2021-11-22 14:40:55.021,2021-11-22 14:41:15.152,1.0,SB,0.0,0.0,0.0,0.0
619c1c79c459460a57df3b96,619c1c79c459460a57df3b96,premier,a3fb87cc-11c2-4223-9d16-0f658fb063b6,25064.0,2021-11-22 14:40:57.045,2021-11-22 15:40:43.673,1.0,SB,0.0,0.0,0.0,0.0
619c1c79c459460a57df3b99,619c1c79c459460a57df3b99,premier,def8ef7e-4279-4115-91d7-ab67c09a0ba6,208657.0,2021-11-22 14:40:57.076,2021-11-22 14:45:05.706,1.0,SB,0.0,0.0,0.0,0.0
619c1d21c459460a57df3ba8,619c1d21c459460a57df3ba8,premier,09cf9f14-fbb8-4503-bc37-b45fb101d23b,0.0,2021-11-22 22:43:45.647,2021-11-22 22:43:45.647,1.0,,0.0,0.0,0.0,0.0
619c1e29c459460a57df3bb1,619c1e29c459460a57df3bb1,premier,38937645-8f6f-4d5b-8b5c-3758a38fc2af,0.0,2021-11-22 17:48:09.918,2021-11-22 17:48:09.918,1.0,,0.0,0.0,0.0,0.0
619c1e34c459460a57df3bb4,619c1e34c459460a57df3bb4,premier,34b2fc3b-7e62-40db-961a-a53990eb64c5,20004.0,2021-11-22 16:48:20.626,2021-11-24 18:13:59.168,1.0,SB,0.0,0.0,0.0,0.0
619c1e60c459460a57df3bb8,619c1e60c459460a57df3bb8,premier,2df2df4f-eff3-4ac1-a59b-3e436eb5c456,20000.0,2021-11-22 14:49:04.100,2021-11-22 14:50:20.073,1.0,DP,0.0,0.0,0.0,0.0
619c1ef7c459460a57df3bbf,619c1ef7c459460a57df3bbf,premier,e3110704-79a7-4d21-9e63-c1d1c0ebb768,43235.0,2021-11-22 14:51:35.731,2021-11-22 14:52:18.927,1.0,SB,0.0,0.0,0.0,0.0
619c1f6ac459460a57df3bc4,619c1f6ac459460a57df3bc4,premier,4d5cdaf9-4b94-47b7-9f5e-331dd09e9b19,18203.0,2021-11-22 17:53:30.028,2021-11-22 17:53:48.085,1.0,,0.0,0.0,0.0,0.0
619c1fbbc459460a57df3bc9,619c1fbbc459460a57df3bc9,premier,38c8aa8f-592b-497d-85d4-3e9d23afd554,23356.0,2021-11-22 17:54:51.234,2021-11-22 17:55:14.439,1.0,SB,0.0,0.0,0.0,0.0
619c1fd3c459460a57df3bce,619c1fd3c459460a57df3bce,premier,e03f288a-c9b6-4f3b-86f5-cd6a9c359208,20065.0,2021-11-22 17:55:15.194,2021-11-22 19:11:45.020,1.0,SB,0.0,0.0,0.0,0.0
619c207cc459460a57df3bda,619c207cc459460a57df3bda,premier,7e0c714b-5bd9-499a-904c-1f2ec99ddfaa,20022.0,2021-11-22 14:58:04.600,2021-11-22 14:58:24.598,1.0,SB,0.0,0.0,0.0,0.0
619c2085c459460a57df3bdd,619c2085c459460a57df3bdd,premier,78af0040-7493-4b5e-9bc0-935113a9c154,20004.0,2021-11-22 17:58:13.897,2021-11-22 17:58:33.876,1.0,SB,0.0,0.0,0.0,0.0
619c2105c459460a57df3be5,619c2105c459460a57df3be5,premier,746526c0-3844-41b1-acf8-3c8d96b401b1,0.0,2021-11-22 15:00:21.900,2021-11-22 15:00:21.900,1.0,,0.0,0.0,0.0,0.0
619c22cac459460a57df3bf7,619c22cac459460a57df3bf7,premier,5eaadae0-3106-442b-b043-e1e7a62ee14f,20001.0,2021-11-23 01:07:54.354,2021-11-23 01:08:14.013,1.0,SB,0.0,0.0,0.0,0.0
619c22fdc459460a57df3bfb,619c22fdc459460a57df3bfb,premier,e7fd1012-ba94-428b-9a2f-73af8f874d7b,0.0,2021-11-22 23:08:45.783,2021-11-22 23:08:45.783,1.0,,0.0,0.0,0.0,0.0
619c23b8c459460a57df3bfe,619c23b8c459460a57df3bfe,premier,ba6046f3-da57-4363-a22f-129e741f5b73,0.0,2021-11-22 15:11:52.439,2021-11-22 15:11:52.439,1.0,,0.0,0.0,0.0,0.0
619c249ec459460a57df3c01,619c249ec459460a57df3c01,premier,d4ef8ecc-192f-4b58-86eb-2bd0bfb159e6,0.0,2021-11-22 18:15:42.422,2021-11-22 18:15:42.422,1.0,,0.0,0.0,0.0,0.0
619c24abc459460a57df3c03,619c24abc459460a57df3c03,premier,2e01a76d-287b-4866-a50f-e9f9c8850786,20007.0,2021-11-22 23:15:55.967,2021-11-22 23:15:55.967,0.0,,0.0,0.0,0.0,0.0
619c24cfc459460a57df3c07,619c24cfc459460a57df3c07,premier,c5cb32ce-4c0e-4f34-adce-b5948edab9eb,20073.0,2021-11-22 23:16:31.218,2021-11-23 01:12:11.632,0.0,,0.0,0.0,0.0,0.0
619c2521c459460a57df3c0b,619c2521c459460a57df3c0b,premier,56300254-d776-493a-9263-a710b64d9d14,20930.0,2021-11-22 18:17:53.110,2021-11-22 20:29:39.107,1.0,SB,0.0,0.0,0.0,0.0
619c255dc459460a57df3c0f,619c255dc459460a57df3c0f,premier,b8f821db-6692-4b2e-9f06-4b9a11e4e3a0,20001.0,2021-11-22 15:18:53.714,2021-11-22 15:20:42.035,1.0,SB,0.0,0.0,0.0,0.0
619c258bc459460a57df3c13,619c258bc459460a57df3c13,premier,f2f8c7fa-93d7-4420-87ac-fe714f2a9230,2016.0,2021-11-22 18:19:39.683,2021-11-24 19:59:37.143,1.0,SB,0.0,0.0,0.0,0.0
619c2639c459460a57df3c19,619c2639c459460a57df3c19,premier,a48dd006-a05b-44c9-886a-576b8eb39c2a,20003.0,2021-11-22 18:22:33.749,2021-11-22 18:23:57.097,1.0,SB,0.0,0.0,0.0,0.0
619c263fc459460a57df3c1c,619c263fc459460a57df3c1c,premier,5f411df2-8a3d-48b6-83d8-f38af082e088,0.0,2021-11-22 17:22:39.030,2021-11-22 17:22:39.030,1.0,,0.0,0.0,0.0,0.0
619c2670c459460a57df3c20,619c2670c459460a57df3c20,premier,932e3bb2-3ecf-499a-85d9-6416cc3e966e,20008.0,2021-11-22 18:23:28.692,2021-11-22 18:25:36.258,1.0,SB,0.0,0.0,0.0,0.0
619c26e4c459460a57df3c25,619c26e4c459460a57df3c25,premier,4d31d31c-88be-4417-8518-944317332663,0.0,2021-11-22 18:25:24.491,2021-11-22 18:25:24.491,1.0,,0.0,0.0,0.0,0.0
619c2786c459460a57df3c29,619c2786c459460a57df3c29,premier,ebde06ce-d95d-403c-b95d-b439d5397e2e,20003.0,2021-11-23 00:28:06.167,2021-11-23 00:37:26.782,1.0,SB,0.0,0.0,0.0,0.0
619c2836c459460a57df3c34,619c2836c459460a57df3c34,premier,1900754d-6040-4707-acce-79f089ba9191,0.0,2021-11-22 16:31:02.707,2021-11-22 16:31:02.707,1.0,,0.0,0.0,0.0,0.0
619c2843c459460a57df3c37,619c2843c459460a57df3c37,premier,96f0d057-5c34-4084-bf68-046c3850b5a0,191473.0,2021-11-22 16:31:15.843,2021-11-22 16:34:14.028,1.0,,0.0,0.0,0.0,0.0
619c29a2c459460a57df3c4b,619c29a2c459460a57df3c4b,premier,5347817d-b771-4c61-b8ba-2698f42b3cc1,20001.0,2021-11-22 17:37:06.139,2021-11-22 17:37:25.653,1.0,SB,0.0,0.0,0.0,0.0
619c29fac459460a57df3c51,619c29fac459460a57df3c51,premier,cb9f334f-9e01-4ddd-a38c-7c089a49f5f6,20002.0,2021-11-22 18:38:34.881,2021-11-22 18:38:54.869,1.0,SB,0.0,0.0,0.0,0.0
619c2a56c459460a57df3c54,619c2a56c459460a57df3c54,premier,d44a967f-662e-49cd-959c-dd2cad14471a,3177144.0,2021-11-22 23:40:06.370,2021-11-24 22:38:55.744,0.0,SB,1.0,1.0,0.0,0.0
619c2a92c459460a57df3c5b,619c2a92c459460a57df3c5b,premier,d6a4fd70-93be-4e89-bba4-822aab53fd2a,20033.0,2021-11-22 15:41:06.152,2021-11-22 15:46:33.160,1.0,SB,0.0,0.0,0.0,0.0
619c2c94c459460a57df3c6f,619c2c94c459460a57df3c6f,premier,5de2ca0e-9934-4959-aa04-4239ba4f1c4c,20000.0,2021-11-22 15:49:40.271,2021-11-22 15:57:03.846,1.0,SB,0.0,0.0,0.0,0.0
619c2ce8c459460a57df3c73,619c2ce8c459460a57df3c73,premier,cc6576e9-d04c-4c74-8148-d46bb8115d68,20005.0,2021-11-22 23:51:04.496,2021-11-23 21:43:39.871,0.0,DP,1.0,1.0,0.0,0.0
